name,owner,repo_name,stars,created_at,updated_at,primary_language,releases,open_issues,closed_issues,closed_issues_ratio,merged_pull_requests,age_years,days_since_update
Asabeneh/30-Days-Of-Python,Asabeneh,30-Days-Of-Python,48690,2019-11-19T17:24:16Z,2025-08-22T17:04:08Z,Python,0,56,79,0.59,61,5.76,0
NARKOZ/hacker-scripts,NARKOZ,hacker-scripts,48650,2015-11-21T19:05:09Z,2025-08-22T15:17:43Z,JavaScript,0,35,53,0.6,63,9.75,0
AlistGo/alist,AlistGo,alist,48293,2020-12-23T17:40:29Z,2025-08-22T16:53:03Z,Go,137,549,3798,0.87,860,4.66,0
ReactiveX/RxJava,ReactiveX,RxJava,48252,2013-01-08T20:11:48Z,2025-08-22T08:51:48Z,Java,241,12,3159,1.0,3329,12.62,0
PowerShell/PowerShell,PowerShell,PowerShell,48244,2016-01-13T23:41:35Z,2025-08-22T17:16:23Z,C#,186,1102,11916,0.92,7550,9.6,0
dani-garcia/vaultwarden,dani-garcia,vaultwarden,48240,2018-02-17T22:40:20Z,2025-08-22T17:10:20Z,Rust,73,11,2353,1.0,993,7.51,0
Mintplex-Labs/anything-llm,Mintplex-Labs,anything-llm,48216,2023-06-04T02:29:14Z,2025-08-22T17:09:23Z,JavaScript,20,259,2492,0.91,1072,2.22,0
iamkun/dayjs,iamkun,dayjs,48154,2018-04-10T09:26:44Z,2025-08-22T13:37:49Z,JavaScript,119,922,849,0.48,694,7.37,0
moment/moment,moment,moment,48090,2011-03-01T02:46:06Z,2025-08-22T07:18:38Z,JavaScript,0,243,3911,0.94,714,14.48,0
Avik-Jain/100-Days-Of-ML-Code,Avik-Jain,100-Days-Of-ML-Code,48016,2018-07-05T09:11:43Z,2025-08-22T15:07:33Z,Unknown,0,0,0,0.0,6,7.13,0
charlax/professional-programming,charlax,professional-programming,47950,2015-11-07T05:07:52Z,2025-08-22T15:49:58Z,Python,0,0,29,1.0,39,9.79,0
algorithm-visualizer/algorithm-visualizer,algorithm-visualizer,algorithm-visualizer,47653,2016-05-15T00:27:45Z,2025-08-22T10:31:39Z,JavaScript,0,42,76,0.64,183,9.27,0
TapXWorld/ChinaTextbook,TapXWorld,ChinaTextbook,47540,2020-01-05T04:11:06Z,2025-08-22T17:16:23Z,Roff,0,59,53,0.47,1,5.63,0
JuliaLang/julia,JuliaLang,julia,47527,2011-04-21T07:01:50Z,2025-08-22T16:10:58Z,Julia,181,3980,21384,0.84,25823,14.34,0
minimaxir/big-list-of-naughty-strings,minimaxir,big-list-of-naughty-strings,47385,2015-08-08T20:57:20Z,2025-08-22T00:20:34Z,Python,0,69,32,0.32,90,10.04,0
huginn/huginn,huginn,huginn,47105,2013-03-10T06:00:31Z,2025-08-22T14:17:58Z,Ruby,1,601,1569,0.72,1043,12.45,0
nlohmann/json,nlohmann,json,46928,2013-07-04T08:47:49Z,2025-08-22T17:15:50Z,C++,45,41,2298,0.98,901,12.13,0
LadybirdBrowser/ladybird,LadybirdBrowser,ladybird,46893,2024-05-30T09:18:10Z,2025-08-22T17:11:44Z,C++,0,502,635,0.56,4241,1.23,0
serverless/serverless,serverless,serverless,46839,2015-04-21T03:48:40Z,2025-08-22T12:30:21Z,JavaScript,454,1133,5385,0.83,4717,10.34,0
gogs/gogs,gogs,gogs,46798,2014-02-12T01:57:08Z,2025-08-22T13:17:12Z,Go,84,935,4223,0.82,1766,11.52,0
karan/Projects,karan,Projects,46756,2013-07-04T13:37:27Z,2025-08-22T17:17:03Z,Unknown,0,48,35,0.42,19,12.13,0
kamranahmedse/design-patterns-for-humans,kamranahmedse,design-patterns-for-humans,46744,2017-02-16T21:24:39Z,2025-08-22T16:03:09Z,Unknown,0,5,47,0.9,50,8.51,0
x64dbg/x64dbg,x64dbg,x64dbg,46731,2015-04-11T20:48:23Z,2025-08-22T15:49:49Z,C++,4,606,2024,0.77,744,10.36,0
square/okhttp,square,okhttp,46604,2012-07-23T13:42:55Z,2025-08-22T16:23:43Z,Kotlin,0,50,4132,0.99,3765,13.08,0
typescript-cheatsheets/react,typescript-cheatsheets,react,46556,2018-06-02T04:08:16Z,2025-08-22T04:05:38Z,JavaScript,0,2,220,0.99,370,7.22,0
pandas-dev/pandas,pandas-dev,pandas,46367,2010-08-24T01:37:33Z,2025-08-22T17:11:20Z,Python,112,3585,24084,0.87,26923,15.0,0
TanStack/query,TanStack,query,46350,2019-09-10T19:23:58Z,2025-08-22T15:01:17Z,TypeScript,1000,64,2102,0.97,2894,5.95,0
type-challenges/type-challenges,type-challenges,type-challenges,46312,2020-07-23T14:33:11Z,2025-08-22T14:28:51Z,TypeScript,0,32473,3846,0.11,588,5.08,0
v2ray/v2ray-core,v2ray,v2ray-core,46303,2015-09-04T11:42:53Z,2025-08-22T15:41:29Z,Go,247,8,2583,1.0,203,9.97,0
hashicorp/terraform,hashicorp,terraform,46211,2014-03-13T22:25:48Z,2025-08-22T15:24:04Z,Go,378,1736,19676,0.92,12789,11.44,0
dkhamsing/open-source-ios-apps,dkhamsing,open-source-ios-apps,46203,2015-01-26T23:32:34Z,2025-08-22T16:58:52Z,Unknown,37,0,310,1.0,1411,10.57,0
ziishaned/learn-regex,ziishaned,learn-regex,46066,2017-07-22T12:21:03Z,2025-08-22T15:10:20Z,Unknown,0,52,35,0.4,131,8.08,0
lllyasviel/Fooocus,lllyasviel,Fooocus,46054,2023-08-09T18:43:40Z,2025-08-22T16:46:56Z,Python,21,211,1400,0.87,447,2.03,0
slab/quill,slab,quill,45980,2012-07-30T23:23:18Z,2025-08-22T16:12:33Z,TypeScript,95,508,3267,0.87,381,13.06,0
lyswhut/lx-music-desktop,lyswhut,lx-music-desktop,45842,2019-08-14T14:31:08Z,2025-08-22T17:07:37Z,TypeScript,110,957,1236,0.56,86,6.02,0
bigskysoftware/htmx,bigskysoftware,htmx,45750,2020-04-13T16:17:51Z,2025-08-22T15:31:23Z,JavaScript,26,567,1005,0.64,956,5.36,0
jesseduffield/lazydocker,jesseduffield,lazydocker,45725,2019-05-18T08:53:50Z,2025-08-22T15:45:17Z,Go,42,172,190,0.52,186,6.26,0
pixijs/pixijs,pixijs,pixijs,45597,2013-01-21T22:40:50Z,2025-08-22T16:42:36Z,TypeScript,293,234,5750,0.96,3684,12.58,0
kelseyhightower/kubernetes-the-hard-way,kelseyhightower,kubernetes-the-hard-way,45518,2016-07-07T14:15:27Z,2025-08-22T16:55:33Z,Unknown,0,13,415,0.97,73,9.13,0
jakevdp/PythonDataScienceHandbook,jakevdp,PythonDataScienceHandbook,45268,2016-08-10T14:24:36Z,2025-08-22T14:18:29Z,Jupyter Notebook,0,125,78,0.38,28,9.03,0
brillout/awesome-react-components,brillout,awesome-react-components,45264,2016-06-24T15:19:33Z,2025-08-22T12:30:27Z,Unknown,0,8,44,0.85,324,9.16,0
android/architecture-samples,android,architecture-samples,45253,2016-02-05T13:42:07Z,2025-08-22T16:45:51Z,Kotlin,0,138,348,0.72,232,9.54,0
skylot/jadx,skylot,jadx,45199,2013-03-18T17:08:21Z,2025-08-22T17:03:51Z,Java,31,390,1528,0.8,577,12.43,0
odoo/odoo,odoo,odoo,45180,2014-05-13T15:38:58Z,2025-08-22T17:08:20Z,Python,0,3290,15107,0.82,6181,11.28,0
typst/typst,typst,typst,45036,2019-09-24T21:41:56Z,2025-08-22T16:50:07Z,Rust,22,906,2575,0.74,1826,5.91,0
jestjs/jest,jestjs,jest,44982,2013-12-10T00:18:04Z,2025-08-22T14:06:39Z,TypeScript,208,254,7861,0.97,5701,11.7,0
Asabeneh/30-Days-Of-JavaScript,Asabeneh,30-Days-Of-JavaScript,44955,2019-12-23T14:07:40Z,2025-08-22T15:36:37Z,JavaScript,0,115,59,0.34,98,5.66,0
dbeaver/dbeaver,dbeaver,dbeaver,44947,2015-10-21T08:26:28Z,2025-08-22T16:56:38Z,Java,230,3045,16324,0.84,6124,9.84,0
ColorlibHQ/AdminLTE,ColorlibHQ,AdminLTE,44943,2013-12-25T02:52:40Z,2025-08-22T08:22:08Z,CSS,77,143,2747,0.95,1545,11.66,0
serhii-londar/open-source-mac-os-apps,serhii-londar,open-source-mac-os-apps,44927,2017-11-03T02:35:33Z,2025-08-22T13:29:43Z,Unknown,0,50,161,0.76,525,7.8,0
discourse/discourse,discourse,discourse,44875,2013-01-12T00:25:55Z,2025-08-22T16:39:42Z,Ruby,0,0,0,0.0,30081,12.61,0
akullpp/awesome-java,akullpp,awesome-java,44785,2014-07-09T10:12:43Z,2025-08-22T16:44:51Z,Unknown,0,0,136,1.0,715,11.12,0
oobabooga/text-generation-webui,oobabooga,text-generation-webui,44770,2022-12-21T04:17:37Z,2025-08-22T15:22:02Z,Python,80,2575,1429,0.36,1183,2.67,0
meteor/meteor,meteor,meteor,44682,2012-01-19T01:58:17Z,2025-08-21T18:46:37Z,JavaScript,0,259,8947,0.97,2537,13.59,0
ultralytics/ultralytics,ultralytics,ultralytics,44674,2022-09-11T16:39:45Z,2025-08-22T17:04:52Z,Python,258,250,11410,0.98,3514,2.95,0
dypsilon/frontend-dev-bookmarks,dypsilon,frontend-dev-bookmarks,44645,2013-06-22T13:23:55Z,2025-08-22T14:21:56Z,Unknown,1,25,82,0.77,129,12.17,0
Homebrew/brew,Homebrew,brew,44601,2016-03-06T05:08:38Z,2025-08-22T16:58:08Z,Ruby,443,16,4787,1.0,13004,9.46,0
unslothai/unsloth,unslothai,unsloth,44533,2023-11-29T16:50:09Z,2025-08-22T17:00:37Z,Python,16,719,1734,0.71,481,1.73,0
google/zx,google,zx,44504,2021-05-05T05:50:01Z,2025-08-22T15:04:05Z,JavaScript,96,14,476,0.97,552,4.3,0
coollabsio/coolify,coollabsio,coolify,44470,2021-01-25T20:54:01Z,2025-08-22T17:18:24Z,PHP,619,566,2231,0.8,1646,4.57,0
termux/termux-app,termux,termux-app,44352,2015-10-23T09:42:46Z,2025-08-22T17:09:15Z,Java,95,404,2520,0.86,162,9.83,0
vercel/hyper,vercel,hyper,44193,2016-07-01T06:01:21Z,2025-08-22T16:10:51Z,TypeScript,88,942,2872,0.75,3291,9.14,0
isocpp/CppCoreGuidelines,isocpp,CppCoreGuidelines,44100,2015-08-19T20:22:52Z,2025-08-22T16:54:36Z,CSS,4,247,964,0.8,812,10.01,0
2dust/v2rayNG,2dust,v2rayNG,44085,2019-05-15T02:15:31Z,2025-08-22T17:09:17Z,Kotlin,256,8,3409,1.0,498,6.27,0
parcel-bundler/parcel,parcel-bundler,parcel,43933,2017-08-07T16:36:47Z,2025-08-21T19:36:16Z,JavaScript,48,477,5009,0.91,2591,8.04,0
run-llama/llama_index,run-llama,llama_index,43836,2022-11-02T04:24:54Z,2025-08-22T15:28:05Z,Python,404,215,6402,0.97,7018,2.8,0
DovAmir/awesome-design-patterns,DovAmir,awesome-design-patterns,43803,2018-06-04T17:47:48Z,2025-08-22T16:57:40Z,Unknown,0,10,5,0.33,30,7.22,0
usememos/memos,usememos,memos,43782,2021-12-08T15:30:18Z,2025-08-22T15:51:03Z,Go,80,25,2440,0.99,1796,3.7,0
karpathy/nanoGPT,karpathy,nanoGPT,43773,2022-12-28T00:51:12Z,2025-08-22T16:31:56Z,Python,0,228,109,0.32,45,2.65,0
astaxie/build-web-application-with-golang,astaxie,build-web-application-with-golang,43770,2012-08-02T11:49:35Z,2025-08-22T16:54:28Z,Go,0,121,183,0.6,757,13.05,0
acmesh-official/acme.sh,acmesh-official,acme.sh,43739,2015-12-26T12:56:33Z,2025-08-22T16:23:56Z,Shell,44,1078,2240,0.68,1422,9.66,0
react-hook-form/react-hook-form,react-hook-form,react-hook-form,43717,2019-03-05T23:47:10Z,2025-08-22T09:24:26Z,TypeScript,585,74,4761,0.98,2071,6.46,0
LeCoupa/awesome-cheatsheets,LeCoupa,awesome-cheatsheets,43710,2017-11-09T02:47:15Z,2025-08-22T17:15:07Z,JavaScript,0,37,59,0.61,169,7.78,0
babel/babel,babel,babel,43701,2014-09-28T13:38:23Z,2025-08-22T17:16:52Z,TypeScript,442,595,8401,0.93,6286,10.9,0
aymericdamien/TensorFlow-Examples,aymericdamien,TensorFlow-Examples,43695,2015-11-11T14:21:19Z,2025-08-22T13:22:32Z,Jupyter Notebook,0,167,70,0.3,88,9.78,0
microsoft/monaco-editor,microsoft,monaco-editor,43690,2016-06-07T16:56:31Z,2025-08-22T10:24:07Z,JavaScript,91,680,3154,0.82,467,9.21,0
square/retrofit,square,retrofit,43684,2010-09-06T21:39:43Z,2025-08-22T11:52:09Z,HTML,4,127,2621,0.95,1185,14.96,0
jeecgboot/JeecgBoot,jeecgboot,JeecgBoot,43677,2018-11-26T10:40:00Z,2025-08-22T11:41:44Z,Java,61,24,7558,1.0,122,6.74,0
FuelLabs/fuels-rs,FuelLabs,fuels-rs,43633,2021-10-31T22:33:54Z,2025-08-22T09:26:51Z,Rust,117,49,609,0.93,899,3.81,0
FuelLabs/fuels-ts,FuelLabs,fuels-ts,43618,2021-09-03T18:11:03Z,2025-08-22T09:26:50Z,TypeScript,154,58,1398,0.96,1969,3.96,0
prisma/prisma,prisma,prisma,43565,2019-06-20T13:33:47Z,2025-08-22T15:28:04Z,TypeScript,223,2312,9050,0.8,6351,6.17,0
grpc/grpc,grpc,grpc,43532,2014-12-08T18:58:53Z,2025-08-22T15:05:10Z,C++,355,675,11118,0.94,20038,10.7,0
yangshun/front-end-interview-handbook,yangshun,front-end-interview-handbook,43454,2018-01-13T19:40:08Z,2025-08-22T14:45:01Z,MDX,0,10,91,0.9,346,7.6,0
Leaflet/Leaflet,Leaflet,Leaflet,43450,2010-09-22T16:57:44Z,2025-08-22T16:41:51Z,JavaScript,33,395,4883,0.93,3115,14.92,0
streamich/react-use,streamich,react-use,43445,2018-10-27T10:16:05Z,2025-08-22T12:34:42Z,TypeScript,256,354,244,0.41,1532,6.82,0
metabase/metabase,metabase,metabase,43364,2015-02-02T19:25:47Z,2025-08-22T17:05:37Z,Clojure,678,3572,19489,0.85,34105,10.55,0
RocketChat/Rocket.Chat,RocketChat,Rocket.Chat,43250,2015-05-19T07:36:09Z,2025-08-22T16:11:08Z,TypeScript,1000,2578,13776,0.84,14478,10.26,0
pyenv/pyenv,pyenv,pyenv,42968,2012-08-31T06:57:52Z,2025-08-22T15:32:42Z,Roff,132,53,1805,0.97,974,12.97,0
GitSquared/edex-ui,GitSquared,edex-ui,42947,2017-01-28T09:35:02Z,2025-08-22T12:34:49Z,JavaScript,29,6,553,0.99,399,8.56,0
FlowiseAI/Flowise,FlowiseAI,Flowise,42884,2023-03-31T12:23:09Z,2025-08-22T17:05:00Z,TypeScript,73,619,1629,0.72,1329,2.4,0
jellyfin/jellyfin,jellyfin,jellyfin,42840,2018-12-09T06:36:45Z,2025-08-22T16:52:08Z,C#,91,393,6882,0.95,4819,6.7,0
sudheerj/reactjs-interview-questions,sudheerj,reactjs-interview-questions,42824,2018-05-31T17:17:01Z,2025-08-22T16:42:09Z,JavaScript,0,3,107,0.97,162,7.23,0
expo/expo,expo,expo,42589,2016-08-15T17:14:25Z,2025-08-22T17:07:21Z,TypeScript,0,426,16559,0.97,17940,9.02,0
ggml-org/whisper.cpp,ggml-org,whisper.cpp,42577,2022-09-25T18:26:37Z,2025-08-22T17:02:30Z,C++,27,917,832,0.48,863,2.9,0
coreybutler/nvm-windows,coreybutler,nvm-windows,42495,2014-09-20T16:37:28Z,2025-08-22T15:46:09Z,Go,23,80,847,0.91,107,10.92,0
ClickHouse/ClickHouse,ClickHouse,ClickHouse,42486,2016-06-02T08:28:18Z,2025-08-22T17:14:12Z,C++,672,4451,20551,0.82,50439,9.22,0
Unitech/pm2,Unitech,pm2,42477,2013-05-21T03:25:25Z,2025-08-22T12:49:38Z,JavaScript,128,1002,4078,0.8,551,12.25,0
k88hudson/git-flight-rules,k88hudson,git-flight-rules,42422,2014-07-22T20:35:09Z,2025-08-22T04:30:32Z,Unknown,0,18,55,0.75,225,11.08,0
opendatalab/MinerU,opendatalab,MinerU,42349,2024-02-29T08:52:34Z,2025-08-22T14:53:51Z,Python,121,133,1552,0.92,1026,1.48,0
GokuMohandas/Made-With-ML,GokuMohandas,Made-With-ML,42255,2018-11-05T03:44:27Z,2025-08-22T17:13:46Z,Jupyter Notebook,0,16,58,0.78,147,6.8,0
coqui-ai/TTS,coqui-ai,TTS,42194,2020-05-20T15:45:28Z,2025-08-22T16:40:23Z,Python,98,6,1185,0.99,465,5.26,0
alex/what-happens-when,alex,what-happens-when,42187,2013-11-07T04:30:06Z,2025-08-22T17:14:42Z,Unknown,0,239,53,0.18,108,11.79,0
Alamofire/Alamofire,Alamofire,Alamofire,42054,2014-07-31T05:56:19Z,2025-08-22T07:25:13Z,Swift,102,42,2757,0.98,650,11.06,0
faif/python-patterns,faif,python-patterns,41974,2012-06-06T21:02:35Z,2025-08-22T15:22:05Z,Python,0,10,83,0.89,273,13.21,0
Light-City/CPlusPlusThings,Light-City,CPlusPlusThings,41860,2019-07-14T08:45:45Z,2025-08-22T15:26:40Z,C++,0,10,218,0.96,72,6.11,0
astral-sh/ruff,astral-sh,ruff,41854,2022-08-09T17:17:44Z,2025-08-22T16:33:35Z,Rust,376,1509,5621,0.79,11183,3.04,0
getsentry/sentry,getsentry,sentry,41790,2010-08-30T22:06:41Z,2025-08-22T16:54:33Z,Python,154,2152,13591,0.86,72741,14.98,0
apache/spark,apache,spark,41724,2014-02-25T08:00:08Z,2025-08-22T17:15:20Z,Scala,0,0,0,0.0,8,11.49,0
apache/airflow,apache,airflow,41677,2015-04-13T18:04:58Z,2025-08-22T16:10:59Z,Python,103,1277,11173,0.9,29349,10.36,0
iina/iina,iina,iina,41632,2016-12-19T07:18:45Z,2025-08-22T15:00:00Z,Swift,45,1759,2427,0.58,851,8.67,0
Stability-AI/stablediffusion,Stability-AI,stablediffusion,41609,2022-11-23T23:59:50Z,2025-08-22T15:36:27Z,Python,0,248,76,0.23,17,2.74,0
Kong/kong,Kong,kong,41593,2014-11-17T23:56:08Z,2025-08-22T16:54:46Z,Lua,145,67,4490,0.99,6478,10.76,0
NaiboWang/EasySpider,NaiboWang,EasySpider,41580,2020-07-18T02:41:27Z,2025-08-22T15:16:42Z,JavaScript,10,228,485,0.68,40,5.1,0
freqtrade/freqtrade,freqtrade,freqtrade,41571,2017-05-17T23:48:53Z,2025-08-22T16:17:43Z,Python,100,29,5302,0.99,5895,8.26,0
yarnpkg/yarn,yarnpkg,yarn,41556,2016-01-19T17:39:16Z,2025-08-22T12:31:28Z,JavaScript,152,1875,4731,0.72,1654,9.59,0
spf13/cobra,spf13,cobra,41513,2013-09-03T20:40:26Z,2025-08-22T16:29:47Z,Go,24,226,986,0.81,614,11.96,0
tldraw/tldraw,tldraw,tldraw,41411,2021-05-09T11:48:37Z,2025-08-22T15:46:53Z,TypeScript,81,227,1516,0.87,3557,4.29,0
mingrammer/diagrams,mingrammer,diagrams,41366,2020-02-02T15:23:24Z,2025-08-22T14:44:57Z,Python,44,311,222,0.42,328,5.55,0
nolimits4web/swiper,nolimits4web,swiper,41332,2012-03-14T19:11:45Z,2025-08-22T08:37:59Z,JavaScript,87,215,5537,0.96,604,13.44,0
apachecn/ailearning,apachecn,ailearning,41295,2017-02-25T08:53:02Z,2025-08-22T13:43:39Z,Python,2,3,112,0.97,478,8.49,0
apache/dubbo,apache,dubbo,41241,2012-06-19T07:56:02Z,2025-08-22T10:55:02Z,Java,111,800,6476,0.89,5786,13.17,0
bevyengine/bevy,bevyengine,bevy,41173,2020-01-18T21:13:55Z,2025-08-22T16:53:01Z,Rust,43,2381,4830,0.67,6189,5.59,0
bailicangdu/vue2-elm,bailicangdu,vue2-elm,41150,2016-12-23T01:49:20Z,2025-08-22T15:56:48Z,Vue,0,118,512,0.81,21,8.66,0
tw93/Pake,tw93,Pake,41126,2022-10-14T09:32:57Z,2025-08-22T15:51:07Z,JavaScript,32,26,375,0.94,100,2.86,0
zai-org/ChatGLM-6B,zai-org,ChatGLM-6B,41112,2023-03-13T12:00:18Z,2025-08-22T12:56:51Z,Python,0,557,751,0.57,48,2.44,0
hpcaitech/ColossalAI,hpcaitech,ColossalAI,41105,2021-10-28T16:19:44Z,2025-08-22T09:21:13Z,Python,50,427,1298,0.75,3699,3.82,0
dcloudio/uni-app,dcloudio,uni-app,41055,2018-07-12T08:52:39Z,2025-08-22T17:09:30Z,JavaScript,0,691,4233,0.86,459,7.11,0
AykutSarac/jsoncrack.com,AykutSarac,jsoncrack.com,41054,2022-01-30T15:25:18Z,2025-08-22T13:47:38Z,TypeScript,22,32,234,0.88,85,3.56,0
nwjs/nw.js,nwjs,nw.js,41031,2012-01-04T06:21:10Z,2025-08-22T14:53:04Z,JavaScript,0,922,6477,0.88,575,13.63,0
streamlit/streamlit,streamlit,streamlit,41028,2019-08-24T00:14:52Z,2025-08-22T16:47:41Z,Python,105,1106,4290,0.8,5662,6.0,0
KRTirtho/spotube,KRTirtho,spotube,41020,2021-02-14T03:17:58Z,2025-08-22T16:23:51Z,Dart,40,781,1082,0.58,246,4.52,0
docker/awesome-compose,docker,awesome-compose,40916,2020-02-13T08:51:42Z,2025-08-22T15:43:56Z,HTML,0,87,40,0.31,149,5.52,0
styled-components/styled-components,styled-components,styled-components,40882,2016-08-16T06:41:32Z,2025-08-22T10:59:29Z,TypeScript,176,302,2651,0.9,966,9.02,0
1c7/chinese-independent-developer,1c7,chinese-independent-developer,40871,2017-09-21T11:08:23Z,2025-08-22T17:18:15Z,Unknown,0,2,199,0.99,315,7.92,0
psf/black,psf,black,40839,2018-03-14T19:54:45Z,2025-08-22T15:57:51Z,Python,46,329,2394,0.88,1585,7.44,0
vuetifyjs/vuetify,vuetifyjs,vuetify,40692,2016-09-12T00:39:35Z,2025-08-22T15:07:32Z,TypeScript,605,503,14401,0.97,4388,8.94,0
hexojs/hexo,hexojs,hexo,40671,2012-09-23T15:17:08Z,2025-08-22T15:07:25Z,TypeScript,114,73,3912,0.98,945,12.91,0
ziglang/zig,ziglang,zig,40661,2015-08-06T00:51:28Z,2025-08-22T17:07:59Z,Zig,20,3400,9703,0.74,9178,10.05,0
zhongyang219/TrafficMonitor,zhongyang219,TrafficMonitor,40575,2017-07-30T02:51:17Z,2025-08-22T16:58:08Z,C++,26,1171,712,0.38,63,8.06,0
fastlane/fastlane,fastlane,fastlane,40424,2014-12-02T17:00:38Z,2025-08-22T13:27:53Z,Ruby,552,686,12501,0.95,6234,10.72,0
cli/cli,cli,cli,40373,2019-10-03T15:24:53Z,2025-08-22T16:31:50Z,Go,175,835,4308,0.84,2605,5.89,0
bannedbook/fanqiang,bannedbook,fanqiang,40299,2015-01-14T00:34:25Z,2025-08-22T15:37:51Z,Kotlin,3,329,467,0.59,3,10.6,0
mitmproxy/mitmproxy,mitmproxy,mitmproxy,40250,2010-02-16T04:10:13Z,2025-08-22T14:08:44Z,Python,76,332,3228,0.91,2632,15.51,0
SimplifyJobs/Summer2026-Internships,SimplifyJobs,Summer2026-Internships,40174,2020-05-23T20:53:18Z,2025-08-22T17:18:48Z,Unknown,0,2,3659,1.0,1673,5.25,0
dylanaraps/pure-bash-bible,dylanaraps,pure-bash-bible,39998,2018-06-13T01:39:33Z,2025-08-22T14:52:25Z,Shell,0,44,33,0.43,28,7.19,0
tabler/tabler,tabler,tabler,39958,2018-02-01T09:08:59Z,2025-08-22T16:16:04Z,HTML,51,87,1004,0.92,722,7.55,0
chubin/cheat.sh,chubin,cheat.sh,39927,2017-05-07T21:40:56Z,2025-08-22T17:16:54Z,Python,0,125,133,0.52,129,8.29,0
LC044/WeChatMsg,LC044,WeChatMsg,39913,2023-01-11T05:03:49Z,2025-08-22T12:51:51Z,Unknown,0,0,0,0.0,62,2.61,0
deepspeedai/DeepSpeed,deepspeedai,DeepSpeed,39835,2020-01-23T18:35:18Z,2025-08-22T16:31:46Z,Python,98,1093,2083,0.66,2747,5.58,0
penpot/penpot,penpot,penpot,39764,2015-12-29T22:09:07Z,2025-08-22T16:07:26Z,Clojure,59,491,1429,0.74,4520,9.65,0
GitHubDaily/GitHubDaily,GitHubDaily,GitHubDaily,39753,2018-12-30T13:56:58Z,2025-08-22T17:18:40Z,Unknown,0,400,176,0.31,3,6.64,0
microsoft/AI-For-Beginners,microsoft,AI-For-Beginners,39737,2021-03-03T16:27:36Z,2025-08-22T16:36:27Z,Jupyter Notebook,0,27,106,0.8,171,4.47,0
colinhacks/zod,colinhacks,zod,39631,2020-03-07T20:59:08Z,2025-08-22T16:42:17Z,TypeScript,179,194,2513,0.93,840,5.46,0
gradio-app/gradio,gradio-app,gradio,39590,2018-12-19T08:24:04Z,2025-08-22T16:29:06Z,Python,1000,430,5501,0.93,4751,6.67,0
bradtraversy/50projects50days,bradtraversy,50projects50days,39588,2020-11-16T14:39:01Z,2025-08-22T15:20:40Z,CSS,0,0,0,0.0,44,4.76,0
chakra-ui/chakra-ui,chakra-ui,chakra-ui,39575,2019-08-17T14:27:54Z,2025-08-22T16:40:58Z,TypeScript,1000,0,4149,1.0,2811,6.02,0
helix-editor/helix,helix-editor,helix,39550,2020-06-01T04:26:56Z,2025-08-22T16:24:13Z,Rust,30,842,4542,0.84,4249,5.22,0
lukasz-madon/awesome-remote-job,lukasz-madon,awesome-remote-job,39511,2015-01-02T00:31:34Z,2025-08-22T17:16:10Z,Unknown,0,5,75,0.94,592,10.64,0
virattt/ai-hedge-fund,virattt,ai-hedge-fund,39494,2024-11-29T16:30:01Z,2025-08-22T16:24:38Z,Python,0,19,198,0.91,33,0.73,0
slidevjs/slidev,slidevjs,slidev,39491,2021-04-24T01:25:23Z,2025-08-22T16:33:14Z,TypeScript,394,141,1073,0.88,711,4.33,0
google-research/bert,google-research,bert,39444,2018-10-25T22:57:34Z,2025-08-22T15:10:34Z,Python,0,790,355,0.31,32,6.82,0
wg/wrk,wg,wrk,39408,2012-03-20T11:12:28Z,2025-08-22T16:59:34Z,C,0,144,262,0.65,0,13.42,0
php/php-src,php,php-src,39392,2011-06-16T01:52:25Z,2025-08-22T16:37:29Z,C,23,827,3502,0.81,4257,14.18,0
QSCTech/zju-icicles,QSCTech,zju-icicles,39376,2016-06-28T16:17:32Z,2025-08-22T16:10:43Z,HTML,0,9,69,0.88,224,9.15,0
harry0703/MoneyPrinterTurbo,harry0703,MoneyPrinterTurbo,39360,2024-03-11T02:57:34Z,2025-08-22T16:33:46Z,Python,9,180,393,0.69,136,1.45,0
gedoor/legado,gedoor,legado,39337,2019-05-22T04:18:58Z,2025-08-22T17:09:34Z,Kotlin,115,43,2927,0.99,1134,6.25,0
sharkdp/fd,sharkdp,fd,39259,2017-05-09T21:27:10Z,2025-08-22T17:03:18Z,Rust,40,130,787,0.86,651,8.28,0
evanw/esbuild,evanw,esbuild,39250,2016-06-14T16:08:50Z,2025-08-22T16:25:02Z,Go,301,516,3247,0.86,246,9.19,0
floodsung/Deep-Learning-Papers-Reading-Roadmap,floodsung,Deep-Learning-Papers-Reading-Roadmap,39231,2016-10-14T11:49:48Z,2025-08-22T09:18:09Z,Python,0,52,5,0.09,28,8.85,0
upscayl/upscayl,upscayl,upscayl,39195,2022-07-30T17:19:20Z,2025-08-22T15:38:18Z,TypeScript,29,58,893,0.94,100,3.06,0
ChrisTitusTech/winutil,ChrisTitusTech,winutil,39181,2022-04-28T02:25:19Z,2025-08-22T17:13:37Z,PowerShell,22,194,1707,0.9,846,3.32,0
byoungd/English-level-up-tips,byoungd,English-level-up-tips,39161,2017-05-30T07:18:52Z,2025-08-22T13:35:28Z,HTML,0,29,72,0.71,26,8.23,0
videojs/video.js,videojs,video.js,39062,2010-05-14T18:45:10Z,2025-08-22T17:18:44Z,JavaScript,332,578,4807,0.89,1801,15.27,0
